"Year","Month","ONI","SOI","DMI","MEI","NAO","PDO","AMO"
1996,9,-0.35,0.7,-0.606,-0.26,-0.69,0.24,-0.01
1996,10,-0.4,0.4,-0.949,-0.31,0.15,-0.33,-0.153
1996,11,-0.45,0.3,-0.674,-0.3,-0.72,0.09,-0.182
1996,12,-0.49,0.1,-0.344,-0.45,-1.4,-0.03,-0.163
1997,1,-0.5,1,-0.045,-0.66,-1.08,0.23,-0.1
1997,2,-0.36,0.3,0.159,-0.72,1.48,0.28,-0.044
1997,3,-0.1,-0.6,0.143,-0.29,1.13,0.65,-0.003
1997,4,0.28,-0.4,0.129,0.17,-1.25,1.05,-0.001
1997,5,0.75,-1.1,0.105,0.68,-0.21,1.83,0.031
1997,6,1.22,-1.5,0.195,2.25,-1.17,2.76,0
1997,7,1.6,-1.9,0.544,2.11,0.37,2.35,0.052
1997,8,1.9,-2.3,0.746,2.2,0.94,2.79,0.007
1997,9,2.14,-2.6,0.877,2.17,0.74,2.19,0.101
1997,10,2.33,-2.6,1.033,2.01,-1.34,1.61,0.142
1997,11,2.4,-2.2,1.402,2.06,-1.08,1.12,0.043
1997,12,2.39,-2.3,0.932,2.03,-0.98,0.67,0.123
1998,1,2.24,-2.6,0.59,2.23,-0.05,0.83,0.122
1998,2,1.93,-1.8,0.502,2.43,-0.57,1.56,0.283
1998,3,1.44,-1.5,0.045,2.27,0.51,2.01,0.313
1998,4,0.99,-0.5,0.122,2.55,-0.88,1.27,0.283
1998,5,0.45,0,0.219,2.26,-1.17,0.7,0.375
1998,6,-0.13,0.2,0.261,0.37,-2.44,0.4,0.481
1998,7,-0.78,0.5,-0.288,-1.42,-0.45,-0.04,0.479
1998,8,-1.12,0.2,-0.467,-1.74,-0.15,-0.22,0.504
1998,9,-1.31,0.5,-0.39,-1.31,-1.8,-1.21,0.404
1998,10,-1.35,0.5,-0.584,-1.21,0.2,-1.39,0.373
1998,11,-1.48,0.9,-0.53,-1.3,-0.43,-0.52,0.308
1998,12,-1.57,1.3,-0.266,-1.25,0.72,-0.44,0.271
1999,1,-1.55,2.4,-0.065,-1.26,0.39,-0.32,0.042
1999,2,-1.3,1.5,0.042,-1.18,-0.11,-0.66,0.049
1999,3,-1.07,2,0.202,-1.11,-0.16,-0.33,0.06
1999,4,-0.98,1.8,0.073,-1.17,-1.18,-0.41,0.043
1999,5,-1.02,1,-0.106,-1.36,0.9,-0.68,0.154
1999,6,-1.04,0.9,-0.032,-1.26,1.44,-1.3,0.171
1999,7,-1.1,1.2,0.208,-1.19,-0.87,-0.66,0.189
1999,8,-1.11,0.5,0.135,-1.07,0.38,-0.96,0.298
1999,9,-1.16,0.9,0.056,-1.17,0.5,-1.53,0.176
1999,10,-1.26,1.3,-0.03,-1.31,0.73,-2.23,0.008
1999,11,-1.46,1.5,0.007,-1.33,0.55,-2.05,-0.057
1999,12,-1.65,2.2,-0.079,-1.43,1.4,-1.63,0.006
2000,1,-1.66,1.9,-0.06,-1.26,0.19,-2,-0.092
2000,2,-1.41,2.9,0.071,-1.27,1.48,-0.83,-0.047
2000,3,-1.07,1.5,0.24,-1.36,0.4,0.29,0.095
2000,4,-0.81,1.3,0.217,-0.93,-0.18,0.35,0.033
2000,5,-0.71,0.8,0.192,-0.97,1.52,-0.05,0.096
2000,6,-0.64,0.7,0.091,-1.14,0.28,-0.44,-0.027
2000,7,-0.55,0.7,0.174,-0.58,-1,-0.66,0.064
2000,8,-0.51,0.2,0.243,-0.08,-0.5,-1.19,0.094
2000,9,-0.55,0.7,0.01,-0.36,-0.06,-1.24,0.093
2000,10,-0.63,0.8,0.017,-0.55,1.51,-1.3,-0.049
2000,11,-0.75,1.2,-0.183,-0.91,-1.1,-0.53,-0.062
2000,12,-0.74,1.2,-0.178,-0.8,-0.63,0.52,-0.136
2001,1,-0.68,1.7,-0.366,-0.82,-0.22,0.6,-0.136
2001,2,-0.52,0.6,0.063,-0.87,0.07,0.29,-0.035
2001,3,-0.44,1,0.09,-0.79,-1.73,0.45,0.006
2001,4,-0.34,0.2,0.212,-0.61,-0.15,-0.31,-0.021
2001,5,-0.25,0.4,0.217,-0.58,0.03,-0.3,-0.018
2001,6,-0.12,0.3,0.241,-0.71,0.11,-0.47,0.189
2001,7,-0.08,0.6,-0.043,-0.02,-0.22,-1.31,0.126
2001,8,-0.13,0.4,-0.189,0.34,-0.22,-0.77,0.169
2001,9,-0.19,0.7,-0.117,-0.07,-0.49,-1.37,0.277
2001,10,-0.29,0.5,-0.291,-0.25,0.25,-1.37,0.243
2001,11,-0.35,0.7,-0.122,-0.32,0.53,-1.26,0.147
2001,12,-0.31,-1.2,0.019,0.02,-0.86,-0.93,0.205
2002,1,-0.15,0.2,-0.077,0.07,0,0.27,0.173
2002,2,0.03,-0.4,-0.018,-0.26,0.8,-0.64,0.156
2002,3,0.09,-0.1,0.108,-0.2,0.32,-0.43,0.136
2002,4,0.2,0.2,-0.277,-0.36,1.14,-0.32,0.018
2002,5,0.43,-0.7,-0.249,-0.1,-0.15,-0.63,-0.057
2002,6,0.65,-0.4,-0.076,0.4,0.69,-0.35,-0.126
2002,7,0.79,-0.3,-0.164,0.42,0.65,-0.31,-0.074
2002,8,0.86,-1,-0.096,0.97,0.36,0.6,0.098
2002,9,1.01,-0.9,0.392,0.84,-0.54,0.43,0.071
2002,10,1.21,-1,0.565,0.79,-1.97,0.42,0.102
2002,11,1.31,-0.8,0.22,0.76,-0.32,1.51,0.01
2002,12,1.14,-0.8,-0.088,0.86,-0.96,2.1,-0.004
2003,1,0.92,-1.1,-0.174,0.8,-0.32,2.09,0.041
2003,2,0.63,-0.6,0.097,0.62,0.26,1.75,-0.022
2003,3,0.38,-0.6,0.061,0.53,-0.07,1.51,0.103
2003,4,-0.04,0.2,-0.024,-0.08,-0.34,1.18,0.07
2003,5,-0.26,0,-0.084,-0.57,0.06,0.89,0.142
2003,6,-0.16,0.2,0.252,-0.07,0.24,0.68,0.196
2003,7,0.08,-0.2,0.228,0.01,0.16,0.96,0.267
2003,8,0.21,0.2,0.22,0.01,-0.22,0.88,0.406
2003,9,0.26,-0.1,0.045,0.14,0.16,0.01,0.443
2003,10,0.29,-0.1,-0.084,0.26,-0.86,0.83,0.417
2003,11,0.35,0,-0.036,0.29,0.77,0.52,0.214
2003,12,0.35,-0.2,0.258,0.1,0.5,0.33,0.215
2004,1,0.37,0.1,0.109,0.16,-0.85,0.43,0.201
2004,2,0.31,0.4,0.194,-0.04,-0.6,0.48,0.2
2004,3,0.23,-0.4,0.177,-0.44,0.67,0.61,0.149
2004,4,0.17,0.3,-0.005,-0.23,1.11,0.57,0.099
2004,5,0.17,0.3,-0.485,-0.44,0.23,0.88,-0.003
2004,6,0.28,-0.6,-0.27,-0.34,-0.59,0.04,0.168
2004,7,0.47,0,-0.204,0.43,1.16,0.44,0.219
2004,8,0.64,-0.2,-0.02,0.74,-0.74,0.85,0.308
2004,9,0.7,-0.3,0,0.54,0.52,0.75,0.231
2004,10,0.67,-0.4,0.155,0.34,-0.69,-0.11,0.233
2004,11,0.66,-0.2,-0.03,0.51,0.63,-0.63,0.212
2004,12,0.69,-0.2,-0.063,0.51,1.03,-0.17,0.178
2005,1,0.64,0.1,-0.058,0.08,1.26,0.44,0.102
2005,2,0.58,-1.1,-0.48,0.61,-0.51,0.81,0.116
2005,3,0.45,0.5,-0.332,0.82,-2.32,1.36,0.275
2005,4,0.43,-0.8,0.16,0.13,-0.47,1.03,0.283
2005,5,0.29,-0.2,0.046,0.18,-1.11,1.86,0.284
2005,6,0.11,0.1,-0.062,0.2,0.26,1.17,0.318
2005,7,-0.06,-0.1,-0.287,-0.02,-0.48,0.66,0.438
2005,8,-0.14,0,-0.233,-0.01,0.35,0.25,0.431
2005,9,-0.11,0.3,-0.428,-0.05,0.76,-0.46,0.41
2005,10,-0.29,0.8,-0.276,-0.71,-0.55,-1.32,0.229
2005,11,-0.57,0.7,-0.149,-0.75,-0.46,-1.5,0.131
2005,12,-0.81,1.4,-0.23,-0.73,-0.5,0.2,0.207
2006,1,-0.79,0.8,-0.07,-0.68,0.97,1.03,0.114
2006,2,-0.67,0.3,-0.225,-0.5,-1.02,0.66,0.066
2006,3,-0.47,0.9,-0.126,-0.61,-1.75,0.05,0.051
2006,4,-0.28,0.4,0.06,-0.84,1.2,0.4,0.188
2006,5,-0.05,0.3,-0.128,-0.43,-1.01,0.48,0.299
2006,6,0.04,0.3,0.055,-0.23,1.15,1.04,0.324
2006,7,0.12,0,0.137,0.11,0.93,0.35,0.365
2006,8,0.27,-0.6,0.341,0.56,-2.35,-0.65,0.392
2006,9,0.48,-0.3,0.534,0.63,-1.43,-0.94,0.355
2006,10,0.71,-0.8,0.736,0.68,-1.92,-0.05,0.325
2006,11,0.9,-0.3,0.624,0.9,0.33,-0.22,0.28
2006,12,0.95,0.5,0.241,0.59,1.15,0.14,0.162
2007,1,0.71,-0.8,0.29,0.62,-0.25,0.01,0.162
2007,2,0.32,0.4,0.23,0.39,-0.98,0.04,0.208
2007,3,-0.03,0.1,0.216,-0.22,1.11,-0.36,0.118
2007,4,-0.23,0.7,0.175,-0.36,0.04,0.16,0.15
2007,5,-0.29,0.6,0.349,-0.44,0.66,-0.1,0.102
2007,6,-0.41,1.4,0.144,-0.86,-1.01,0.09,0.079
2007,7,-0.54,0.6,0.141,-0.77,-0.55,0.78,0.12
2007,8,-0.84,0.9,0.349,-0.93,-0.31,0.5,0.046
2007,9,-1.13,1.1,0.341,-1.1,0.85,-0.36,0.089
2007,10,-1.4,1.4,0.227,-1.14,1,-1.45,0.149
2007,11,-1.54,0.7,0.1,-1.13,0.48,-1.08,0.167
2007,12,-1.6,2.5,-0.157,-1.22,0.23,-0.58,0.102
2008,1,-1.59,1.3,0.18,-1.08,0.53,-1,0.021
2008,2,-1.42,2.4,0.008,-1.27,0.38,-0.77,0.119
2008,3,-1.19,1.6,0.197,-1.54,-0.32,-0.71,0.149
2008,4,-0.92,0.9,-0.078,-1.13,-1.31,-1.52,0.034
2008,5,-0.75,0.4,0.258,-0.98,-1.55,-1.37,0.163
2008,6,-0.54,0.3,0.329,-0.86,-1.09,-1.34,0.247
2008,7,-0.35,0.7,0.343,-0.87,-1.24,-1.67,0.197
2008,8,-0.26,0.3,0.237,-1.08,-1.62,-1.7,0.166
2008,9,-0.3,0.1,0.192,-1.07,1.14,-1.55,0.189
2008,10,-0.41,0.9,0.188,-1.12,0.47,-1.76,0.093
2008,11,-0.6,1.2,-0.005,-1.05,-0.47,-1.25,-0.008
2008,12,-0.73,1.4,0.016,-1.05,-0.35,-0.87,0.009
2009,1,-0.8,1,0.097,-1.01,-0.52,-1.4,-0.068
2009,2,-0.69,1,0.243,-0.85,-0.38,-1.55,-0.173
2009,3,-0.52,0.4,0.2,-0.94,0.19,-1.59,-0.169
2009,4,-0.24,0.5,0.201,-0.81,-0.36,-1.65,-0.14
2009,5,0.09,0.7,0.336,-0.72,1.61,-0.88,-0.071
2009,6,0.35,0,0.214,-0.06,-0.91,-0.31,0.112
2009,7,0.47,0,-0.095,0.49,-2.11,-0.53,0.219
2009,8,0.54,0.1,0.008,0.52,-0.37,0.09,0.143
2009,9,0.65,0,0.003,0.39,1.62,0.52,0.048
2009,10,0.95,-0.8,0.147,0.56,-0.61,0.27,0.155
2009,11,1.31,-0.3,0.056,1.05,-0.16,-0.4,0.06
2009,12,1.57,-0.5,0.23,0.96,-1.88,0.08,0.073
2010,1,1.55,-1.9,0.359,0.93,-1.8,0.83,0.03
2010,2,1.31,-1.2,0.103,1.28,-2.69,0.82,0.168
2010,3,0.94,-0.9,0.558,1.31,-1.33,0.44,0.278
2010,4,0.44,-0.1,0.445,0.49,-0.93,0.78,0.416
2010,5,-0.09,1,0.05,-0.17,-1.33,0.62,0.45
2010,6,-0.59,1.5,-0.026,-1.33,-0.52,-0.22,0.438
2010,7,-1.03,1.8,0.096,-2.43,-0.39,-1.05,0.441
2010,8,-1.38,1.6,0.051,-2.4,-1.69,-1.27,0.516
2010,9,-1.61,1.6,-0.162,-2.28,-0.62,-1.61,0.44
2010,10,-1.7,2.3,-0.277,-2.18,-0.5,-1.06,0.315
2010,11,-1.69,2.1,-0.372,-2.04,-1.84,-0.82,0.226
2010,12,-1.59,3,-0.142,-1.91,-1.8,-1.21,0.198
2011,1,-1.37,1.7,0.257,-1.83,-1.53,-0.92,0.134
2011,2,-1.09,2,0.322,-1.63,0.35,-0.83,0.098
2011,3,-0.83,1.8,0.467,-1.79,0.24,-0.69,0.046
2011,4,-0.64,1.2,0.229,-1.74,2.55,-0.42,0.082
2011,5,-0.47,0.4,-0.01,-1.29,-0.01,-0.37,0.142
2011,6,-0.38,0.6,0.169,-1.08,-0.98,-0.69,0.169
2011,7,-0.46,0.4,0.319,-0.86,-1.48,-1.86,0.082
2011,8,-0.65,0.5,0.457,-0.88,-1.85,-1.74,0.137
2011,9,-0.89,1,0.308,-1.16,0.67,-1.79,0.135
2011,10,-1.06,1.2,0.516,-1.37,0.94,-1.34,0.053
2011,11,-1.14,1.4,0.459,-1.21,1.3,-2.33,-0.08
2011,12,-1.03,1.3,-0.059,-1.24,2.25,-1.79,-0.054
2012,1,-0.81,1.8,0.111,-1.08,0.86,-1.38,-0.075
2012,2,-0.62,1.5,0.002,-0.67,0.03,-0.85,-0.005
2012,3,-0.5,0.1,0.126,-0.59,0.93,-1.05,0.016
2012,4,-0.38,0.2,-0.196,-0.43,0.37,-0.27,0.07
2012,5,-0.18,0.1,-0.29,-0.35,-0.79,-1.26,0.155
2012,6,0.05,0,0.115,-0.28,-2.25,-0.87,0.29
2012,7,0.27,-0.2,0.643,0.3,-1.29,-1.52,0.366
2012,8,0.33,0.2,0.764,-0.06,-1.39,-1.93,0.421
2012,9,0.31,0.4,0.559,-0.32,-0.43,-2.21,0.439
2012,10,0.21,0.4,0.27,-0.22,-1.73,-0.79,0.32
2012,11,0.01,0.6,0.024,-0.07,-0.74,-0.59,0.155
2012,12,-0.21,0.6,0.337,-0.07,0.07,-0.48,0.131
2013,1,-0.38,0,0.001,-0.05,-0.11,-0.13,0.118
2013,2,-0.33,1.1,0.269,-0.07,-0.96,-0.43,0.106
2013,3,-0.24,0.3,0.183,-0.14,-2.09,-0.63,0.148
2013,4,-0.21,0.8,-0.222,-0.37,0.6,-0.16,0.127
2013,5,-0.27,1.2,-0.426,-0.71,0.58,0.08,0.091
2013,6,-0.34,1.2,-0.383,-1.18,0.83,-0.78,0.037
2013,7,-0.38,1,-0.083,-0.85,0.7,-1.25,0.18
2013,8,-0.35,0.5,-0.082,-0.5,1.12,-1.04,0.184
2013,9,-0.31,0.5,-0.204,-0.38,0.38,-0.48,0.245
2013,10,-0.23,0,-0.009,-0.16,-0.88,-0.87,0.337
2013,11,-0.22,0.6,0.323,-0.18,0.81,-0.11,0.118
2013,12,-0.27,0.8,0.21,-0.35,0.79,-0.41,0.027
2014,1,-0.37,-0.2,-0.036,-0.51,-0.17,0.3,-0.072
2014,2,-0.36,0,-0.009,-0.43,1.07,0.38,-0.053
2014,3,-0.17,0,-0.051,-0.08,0.44,0.97,-0.091
2014,4,0.13,-0.6,0.017,-0.16,0.19,1.13,-0.104
2014,5,0.3,0.4,-0.012,-0.18,-0.8,1.8,-0.011
2014,6,0.23,0.2,0.086,-0.01,-0.67,0.82,0.052
2014,7,0.07,0.1,-0.266,0.32,0.21,0.7,0.212
2014,8,0.03,0.1,-0.26,0.16,-2.28,0.67,0.325
2014,9,0.18,-0.1,-0.039,-0.15,1.72,1.08,0.3
2014,10,0.44,0.1,0.3,0.07,-0.87,1.49,0.282
2014,11,0.59,0,0.133,0.34,0.58,1.72,0.055
2014,12,0.66,-0.1,0.116,0.34,1.63,2.51,0.048
2015,1,0.6,-1,-0.034,0.23,1.57,2.45,-0.018
2015,2,0.56,-0.5,-0.265,0.05,1.05,2.3,-0.014
2015,3,0.62,-0.9,-0.141,0.13,1.12,2,-0.139
2015,4,0.79,-1.1,0.067,0.35,0.64,1.44,-0.082
2015,5,1.02,-1.8,0.32,0.96,0.19,1.2,0.035
2015,6,1.25,-1.9,0.41,1.85,0.24,1.54,0.019
2015,7,1.54,-1.7,0.322,1.73,-3.14,1.84,0.122
2015,8,1.83,-2.2,0.68,1.92,-1.1,1.56,0.168
2015,9,2.11,-2.2,0.4,2.21,-0.49,1.94,0.29
2015,10,2.37,-2.1,0.642,2.11,0.99,1.47,0.314
2015,11,2.53,-2.1,0.47,1.88,1.7,0.86,0.176
2015,12,2.64,-3.2,0.341,1.9,1.99,1.01,0.219
2016,1,2.53,-1.8,0.331,1.94,-0.37,1.53,0.221
2016,2,2.23,-2.6,-0.03,1.81,1.35,1.75,0.145
2016,3,1.68,-1.2,0.091,1.31,0.37,2.4,0.178
2016,4,1.03,-1,0.222,1.33,0.26,2.62,0.167
2016,5,0.48,0,-0.034,1.26,-0.67,2.35,0.334
2016,6,0,-0.1,-0.329,0.36,-0.13,2.03,0.399
2016,7,-0.34,0.3,-0.661,-0.51,-1.72,1.25,0.422
2016,8,-0.57,0.4,-0.332,-0.28,-2.24,0.52,0.446
2016,9,-0.68,0.6,-0.331,-0.34,0.74,0.45,0.447
2016,10,-0.74,0.2,-0.212,-0.6,0.96,0.56,0.37
2016,11,-0.71,0.2,-0.259,-0.51,-0.31,1.88,0.38
2016,12,-0.56,0.5,-0.241,-0.34,0.35,1.17,0.325
2017,1,-0.29,0.8,-0.02,-0.41,0.05,0.77,0.215
2017,2,-0.06,0.1,0.181,-0.41,0.69,0.7,0.217
2017,3,0.15,0,0.457,-0.58,0.37,0.74,0.157
2017,4,0.29,-1,0.574,-0.21,1.74,1.12,0.272
2017,5,0.39,0.2,0.616,0.17,-1.72,0.88,0.304
2017,6,0.38,-0.1,0.537,-0.29,0.35,0.79,0.298
2017,7,0.16,0.2,0.617,-0.7,1.28,0.1,0.292
2017,8,-0.14,0.5,0.461,-0.77,-1.53,0.09,0.299
2017,9,-0.44,0.5,0.14,-0.8,-0.45,0.32,0.34
2017,10,-0.7,0.3,0.175,-0.63,0.71,0.05,0.423
2017,11,-0.88,1.5,0.412,-0.63,-0.14,0.15,0.341
2017,12,-0.97,0.9,0.179,-0.73,0.73,0.5,0.354
2018,1,-0.87,1.3,-0.135,-0.77,1.17,NA,NA
2018,2,-0.76,0.5,0.295,-0.7,1.34,NA,NA
2018,3,-0.6,0.1,-0.02,-0.79,-1.38,NA,NA
2018,4,-0.41,0.9,-0.008,-1.29,1.2,NA,NA
2018,5,-0.13,0.6,0.202,-0.91,2.02,NA,NA
2018,6,0.06,0.1,0.269,-0.51,1.41,NA,NA
2018,7,0.11,0.4,0.15,-0.17,1.42,NA,NA
2018,8,0.2,0.4,0.234,0.36,2.4,NA,NA
2018,9,0.43,-0.7,0.71,0.52,1.78,NA,NA
2018,10,0.7,-0.3,0.844,0.41,1.53,NA,NA
2018,11,0.85,-0.6,0.623,0.26,-0.25,NA,NA
2018,12,0.81,-0.2,0.379,0.13,0.48,NA,NA
2019,1,0.8,-0.6,NA,0.08,NA,NA,NA
2019,2,0.82,-1.4,NA,0.52,NA,NA,NA
2019,3,0.81,-1.2,NA,0.77,NA,NA,NA
2019,4,0.75,0,NA,0.33,NA,NA,NA
2019,5,0.63,-0.5,NA,0.26,NA,NA,NA
2019,6,0.52,-0.3,NA,0.35,NA,NA,NA
2019,7,0.3,-0.2,NA,0.24,NA,NA,NA
2019,8,0.11,0,NA,0.3,NA,NA,NA
2019,9,0.13,-0.1,NA,0.15,NA,NA,NA
2019,10,0.29,0.1,NA,0.27,NA,NA,NA
2019,11,0.46,-0.3,NA,0.45,NA,NA,NA
2019,12,0.55,0,NA,0.41,NA,NA,NA
2020,1,0.54,-0.1,NA,NA,NA,NA,NA
2020,2,0.57,-0.6,NA,NA,NA,NA,NA
2020,3,0.49,0.4,NA,NA,NA,NA,NA
2020,4,0.27,0.3,NA,NA,NA,NA,NA
2020,5,-0.01,0.8,NA,NA,NA,NA,NA
2020,6,-0.25,0.6,NA,NA,NA,NA,NA
2020,7,-0.4,0.6,NA,NA,NA,NA,NA
2020,8,-0.62,1,NA,NA,NA,NA,NA
2020,9,-0.95,1.3,NA,NA,NA,NA,NA
2020,10,NA,0.8,NA,NA,NA,NA,NA
2020,11,NA,NA,NA,NA,NA,NA,NA
2020,12,NA,NA,NA,NA,NA,NA,NA
