"Year","Month","SST.UPW.1","SST.UPW.2","SST.UPW.3","SST.UPW.4","SST.UPW.5","Bakun.UPW","EMTperp.UPW","Wetip.UPW","Weperp.UPW"
1996,7,-0.846428878648233,-0.595429390681005,-0.623406451612901,0.39158557874763,1.46835115207373,717.273751007971,-1789.17283545037,12.0838710833162,4.85315374198059
1996,8,0.714788940092166,1.20796415770609,1.20421783681214,1.40387628083491,1.74079447004608,681.017969816503,-2191.48186209081,13.1559980103518,5.66200696889295
1996,9,0.891673650793649,1.0265837037037,0.775916078431372,0.831284705882354,1.04188761904762,489.801277133487,-1389.66099641365,13.6329533017406,7.86633721290827
1996,10,0.0834666666666664,0.285331182795698,0.220496394686908,0.137548387096771,0.403743778801843,200.176774062749,-320.421779109073,7.5162464900103,2.79742569026449
1996,11,-0.473742857142859,-0.209277777777778,-0.0171325490196068,0.0738862745098032,0.288628571428571,25.5955557684847,-228.085561236749,0.332348446585079,1.0705295247983
1996,12,-0.00373640552995269,0.0264767025089618,0.0626793168880475,0.0369586337760914,0.081834101382487,-215.206564999975,1.55598891809609,-3.69155121414523,-0.0246037689311885
1997,1,-0.124293087557604,0.0625039426523308,-0.0304500948766595,-0.0771711574952576,-0.144596313364055,-170.471978710242,-277.237146089315,-13.6249139435845,0.0737509403192034
1997,2,-0.399851700680273,-0.21567380952381,-0.284338655462186,-0.199855462184875,-0.104073469387753,69.8912526903615,-612.765395176054,-1.70876745036659,1.01997460719861
1997,3,-0.556363748079875,-0.210511827956989,-0.171887666034156,-0.260797722960152,-0.03084608294931,285.483974207224,-236.673195147916,-1.27834112134885,-0.0361748592990723
1997,4,-0.00993015873015679,0.228091111111109,0.0580141176470619,-0.0747560784313741,0.128608571428572,488.647996847307,-444.204536922195,0.401169383611032,-0.173003817827025
1997,5,0.00147588325652848,-0.204465232974911,-0.114668690702086,0.209169639468691,0.460729032258065,764.404269573048,-939.00958264809,5.91574104079183,1.6969350649817
1997,6,-0.0789117460317463,0.0841029629629624,0.0718847058823542,0.384408627450981,0.99543238095238,505.178883324874,-318.713495857569,4.41462478999189,0.977250203361395
1997,7,-0.137259600614438,-0.0166236559139783,0.185733586337761,0.144233776091081,0.800578801843315,868.089845408451,-1450.01609294902,7.83795162616635,1.79508021498251
1997,8,0.542784024577575,0.807709677419354,1.14186565464896,1.08224440227704,1.46261751152074,952.099645156571,-1546.27677475007,7.56075837494076,1.48386610946772
1997,9,0.20756888888889,0.225108888888887,0.487072941176471,0.559509803921568,0.903827619047622,438.875925104438,-470.173524263321,8.27104091023883,3.83318954384628
1997,10,0.054202150537634,0.0972372759856626,-0.241488425047439,0.0535908918406065,0.420197235023043,62.6495413323784,-7.09577669300062,-0.504710188849109,-0.0905300995410861
1997,11,-0.0769619047619017,0.221914814814816,0.0405443137254906,-0.0285717647058839,0.028688571428571,-36.2919350518605,56.9767484659707,-1.46725983777082,-0.212354546808625
1997,12,-0.216287557603685,-0.382470250896059,-0.201625806451613,-0.030756736242882,0.147165898617512,-176.996599593724,-126.895253459149,-14.8782610917407,-0.894151547237026
1998,1,-0.373204915514592,-0.324741218637993,-0.168840227703985,-0.102140417457306,-0.101350230414745,-412.721181793693,-297.603038921549,-23.1197465818959,-0.987117738866625
1998,2,-0.344829251700681,-0.218206349206348,-0.124555462184873,-0.157017647058822,-0.361986734693875,-188.009827460947,-517.530644211306,-4.52291887308034,0.0437628425864643
1998,3,-0.262760675883257,-0.214154838709678,-0.138459203036053,-0.246895635673624,-0.184047926267279,383.137444594039,-586.060917564773,-1.33050922531907,-0.417505741038832
1998,4,-0.407894603174604,-0.166909629629629,-0.234856470588237,-0.201922352941178,-0.199079999999999,375.641546483543,-320.89189841774,0.120446430739187,0.0765274798782634
1998,5,-0.242514285714286,-0.49074623655914,-0.159698671726758,0.0509889943073993,0.560636866359445,437.934009316848,-513.458893172008,4.70634874407145,1.85108243360968
1998,6,-0.481533333333335,-0.342204444444441,0.0273262745098037,0.839067450980394,1.45459809523809,443.662908816401,-854.734718835609,13.5623434633467,7.03858886186578
1998,7,0.0815944700460811,0.483308960573478,0.512005313092981,0.971023908918408,1.10452903225806,510.776350755114,-2014.63940806409,14.3257261773397,6.29304285542621
1998,8,0.769577880184332,1.20729534050179,0.843637191650853,0.434172296015181,0.793718894009217,439.328934840457,-1483.23859304693,13.0088536002934,8.22137508882072
1998,9,0.411728253968253,0.412011111111113,-0.0233294117647063,-0.207679215686273,0.783249523809527,365.208737059179,-1276.12523423936,15.5619908389527,8.66679455563161
1998,10,0.0684829493087555,0.0216817204301094,0.146554079696394,0.378163187855787,0.289477419354839,39.6448572542511,-596.994660723958,8.76174660451985,4.36412463264159
1998,11,-0.110876825396826,-0.126031111111111,-0.186079215686277,0.192825098039219,0.347609523809524,-30.3606713335299,-227.970016958899,5.21058603411069,2.16012635548078
1998,12,-0.416415360983102,-0.217043010752686,-0.202568500948765,-0.24594686907021,-0.0485631336405525,-454.2856996056,-3.56019432496733,-3.87264062953611,-0.00254195270671429
1999,1,-0.267131182795701,-0.182535483870968,-0.417985578747629,-0.369227324478178,-0.25372258064516,-443.170235767408,-376.54540636211,-7.00702058920895,1.08780625935283
1999,2,-0.647996598639455,-0.38970634920635,-0.373902521008404,-0.478594957983194,-0.0234265306122445,-313.270972956234,-288.080199209001,-9.82523406369779,0.246159259416271
1999,3,-0.433526881720432,-0.397512544802868,-0.354571537001899,-0.423938519924096,-0.115954838709676,180.365851305046,-406.684966609657,0.177394094499112,0.694363137289508
1999,4,-0.121608253968255,0.260526666666664,0.0493317647058831,-0.0536870588235274,0.699135238095238,750.47317887294,-1294.66868814287,11.0320483636945,4.05419775619704
1999,5,0.628144393241168,0.462564157706094,0.117919544592031,0.239139278937383,0.753068202764975,236.874620847001,-633.958012168844,14.706968745277,8.38960229391738
1999,6,0.0454704761904772,0.365583703703702,0.36884705882353,0.641688627450979,1.32468857142857,440.606881716739,-961.290729306551,9.52883007685806,4.09153743508725
1999,7,0.247250998463901,0.93568888888889,1.05262163187856,1.3276440227704,1.48996774193548,506.975246360484,-1849.44659949176,10.139346812995,3.39698417359068
1999,8,0.669636251920124,0.944798566308243,0.782773434535102,0.900824288425049,0.963090322580644,545.527111979443,-1410.050577948,9.59834994919374,3.59981243815699
1999,9,1.01581396825397,1.21691037037037,1.38428392156863,0.880832941176472,1.36669142857143,320.616995530102,-866.2721195539,7.4055141322297,3.45477240653301
1999,10,0.190740399385561,0.729813620071685,0.561255407969639,0.451194686907019,0.764994470046084,123.614076926652,-329.945901664576,13.926768601575,6.22122624853236
1999,11,0.0138273015873018,0.462306666666667,0.452676862745101,0.398754509803922,0.449559047619047,9.84904243208736,-113.607893114838,-1.06765726568762,0.235084378075422
1999,12,-0.096305376344084,0.195626523297491,0.25268690702087,0.180415180265655,0.287705069124421,-143.745488550162,-97.8219415644378,-12.7136024732022,-0.634721074150648
2000,1,-0.16483748079877,-0.0889784946236567,0.0620296015180237,0.0966428842504747,0.337334562211982,-257.647696868216,-142.673666918643,-15.6929488193719,-0.231841675051879
2000,2,-0.19303579638752,-0.133464367816092,0.00378742393509057,-0.2774369168357,-0.557683743842365,102.236150478998,-678.28662009296,-0.618827466152626,0.187654226613516
2000,3,-0.36845960061444,-0.215910394265233,-0.107942314990513,-0.197121062618596,-0.345183410138247,320.292931580328,-845.155884347329,1.72860051051866,0.861818588655116
2000,4,0.0208825396825389,-0.07653777777778,-0.179171764705885,-0.147170196078431,0.136034285714285,787.802179886238,-807.543180711695,6.78168381797685,2.37164503686522
2000,5,0.0527625192012309,-0.0125182795698926,-0.0937616698292238,0.276850094876661,0.997427649769588,800.025279142364,-1026.60775580088,9.54305902602839,3.72148174193819
2000,6,0.0840495238095258,0.267046666666669,0.631588235294117,0.879079999999998,1.79893333333333,1136.22227061804,-2125.04560635803,14.3684430415884,7.19150963572337
2000,7,0.514366820276496,1.1244752688172,1.5530504743833,1.42200303605313,1.35083778801843,490.665056849509,-2040.87396710403,12.2577630167988,4.3098717843676
2000,8,0.595767741935482,1.14305878136201,1.36243187855787,0.942504743833016,1.4026064516129,680.505531877945,-1619.81151315965,12.1314982410847,6.02145887797917
2000,9,0.709035555555555,0.988103703703704,0.871229803921569,0.607264313725491,0.728102857142858,533.907888544174,-533.986021304357,9.28569515967418,3.66949136584493
2000,10,0.0570027649769571,-0.000160573476701842,0.0220379506641351,0.0809085388994291,0.35497511520737,396.852651009342,-413.450697994715,6.45521747540374,3.41692205520835
2000,11,-0.138314285714284,0.0285644444444451,0.0201764705882361,0.141774901960783,0.286693333333332,25.5461893763859,-144.601080704646,-3.57989448588059,0.38181556249499
2000,12,0.124919815668203,0.292656630824371,0.204648956356738,0.132947248576848,0.243737327188938,-323.808969555634,-57.7969301893861,-7.43852364608047,0.0781492812442793
2001,1,-0.352199078341012,-0.0781232974910395,-0.123691840607211,-0.0331810246679325,0.0875529953917038,-181.415494387284,-192.728697717045,-16.255318066297,0.162079387308274
2001,2,-0.275897959183673,-0.318415873015873,-0.375225210084036,-0.302768907563024,-0.0497306122449004,170.766408306832,-441.066396993727,-1.46596124559772,1.019715244543
2001,3,0.0325013824884799,0.192169175627239,0.123205313092981,-0.118839468690702,0.066505990783412,691.006321898615,-974.766763626256,0.875372654502546,0.208575499377048
2001,4,-0.0847733333333345,-0.198557777777779,-0.12642274509804,-0.0556698039215675,0.0907419047619022,438.325845357439,-182.043600542485,1.22078481165881,0.532284062890103
2001,5,0.00946666666666829,0.166827956989248,-0.0571187855787478,0.0771271347248579,0.841760368663593,1026.70475703111,-546.198126401099,10.0171661391068,3.06895899386431
2001,6,0.47906984126984,0.642787407407408,0.152583529411764,0.633626666666668,1.53679238095238,740.023501009414,-1565.81857499406,10.3813657124044,4.35765851758196
2001,7,1.34390414746544,1.2246917562724,1.17088576850095,1.288,1.8111133640553,694.636224723799,-1923.62514151271,8.95548892284039,2.42055958029765
2001,8,1.40044976958525,1.35297419354839,1.13823908918406,1.04875142314991,1.37456036866359,942.331266861339,-2076.4227836446,9.58902551228507,3.29733230595655
2001,9,1.1804946031746,1.18246074074074,0.772843921568626,0.825342745098038,1.29001047619048,270.667127852031,-868.511517965821,11.0083328726022,5.12181310696314
2001,10,-0.125163133640555,0.121809318996416,0.222384819734344,0.255068690702089,0.715192626728111,244.839659386454,-469.943123319679,10.5036755896386,4.29295267966988
2001,11,0.0122533333333337,0.333941481481482,0.257513725490199,-0.027556078431374,0.271554285714284,6.14901504428166,-147.256298955368,0.687320778583805,1.14052537917805
2001,12,0.178588018433182,0.338473835125448,0.427905882352942,0.309187855787478,0.487635944700461,-388.626017612203,-105.302547011743,-17.6436506584775,-0.431283773970263
2002,1,-0.260229185867896,-0.119987096774196,-0.0484159392789358,0.0977768500948777,0.270214746543779,-290.062193202152,-516.010446321275,-9.75426503768272,0.992849035845119
2002,2,-0.778889115646258,-0.385938095238096,-0.124889915966385,-0.32189831932773,-0.0742051020408176,-208.964586046883,-211.235282700864,-17.8081836816311,-0.667475052788333
2002,3,-0.538384639016897,-0.121217204301075,-0.00650246679316879,-0.0776614800758999,0.0313170506912464,185.043277477588,-309.16338071418,-1.78760823988547,-0.124407789409754
2002,4,-0.127364444444442,-0.00863481481481543,-3.68627450981762e-05,-0.230946666666668,-0.193869523809525,396.168202340311,-245.87096496916,0.590307447160344,0.244347157582662
2002,5,-0.198358832565287,-0.35466164874552,-0.0993001897533219,0.0761161290322576,0.406305069124425,711.07325697169,-443.244127462741,8.44285656079989,3.54421262180052
2002,6,0.171547301587303,0.19815333333333,0.389558431372549,0.680080784313724,1.19962380952381,444.274611208545,-1614.53456053114,14.5399154685288,8.07513017194822
2002,7,1.47652903225806,1.04208602150538,0.983624288425048,1.31430436432638,1.35989585253456,698.333609160266,-2290.42767615833,12.6140519456962,4.84960140463541
2002,8,1.67608110599078,1.38196415770609,1.19609184060721,1.1867605313093,1.34759447004608,600.405022996983,-1867.0564661555,9.30942155682627,3.59318222579361
2002,9,1.06381333333333,1.25475925925926,1.02483450980392,0.913971764705881,1.50091047619047,660.791923669086,-1156.72926607029,7.55225738045568,3.1660775552708
2002,10,0.545789247311827,0.320816487455197,0.043786717267551,0.0427074003795056,1.00209677419355,275.256190475085,-36.2998263101007,4.56709612782377,1.77998606684267
2002,11,0.0535371428571452,-0.195578518518516,-0.0806023529411739,0.162018823529412,0.341963809523811,22.9962008362347,-46.5620185186885,-0.991709401298464,0.0532126225028225
2002,12,0.377364055299537,0.418478853046597,0.472040227703985,0.206658823529409,0.337651612903226,-221.95679733931,-140.697719245926,-13.1481635059242,-0.0279049860967178
2003,1,0.180596620583717,0.414144802867384,0.401698671726756,0.444241366223906,0.411216589861752,-198.985581999247,-220.881366989703,-20.4346387186281,-0.438693555353899
2003,2,-0.250247619047617,0.0901484126984116,0.09522268907563,-0.140461344537815,-0.0212673469387781,51.5391697189567,-370.540874759892,-7.4787562018356,0.909353447977306
2003,3,-0.345716743471581,-0.194612186379928,-0.0231635673624311,-0.058776470588235,-0.241086635944701,368.863844750455,-261.952113932145,-1.58955285485021,0.26913268855504
2003,4,-0.382947301587304,-0.0735370370370347,-0.0469576470588251,0.0414149019607848,0.161400952380955,736.402520200852,-209.191657491893,0.634032161882923,0.616902869953803
2003,5,0.416083563748082,0.439900358422939,0.289912713472486,0.448198102466794,1.30201290322581,1628.65538937393,-1260.1891216295,9.41907324632285,2.00491080697166
2003,6,2.04830158730159,0.858172592592595,0.355102745098037,0.961243921568627,1.22965809523809,510.794904597531,-808.465952882454,7.89857607426592,3.29875400253615
2003,7,1.63153241167435,0.719175627240144,0.34737229601518,0.908195825426944,1.13409677419355,506.105117680977,-1276.41989037711,6.76742456765738,2.03096183371891
2003,8,1.60022365591398,1.08071541218638,0.888927514231497,0.968400759013285,0.929621198156681,664.703498364662,-1931.02936317429,11.8036955716086,5.72657454758844
2003,9,1.22110222222222,1.09689407407408,1.03561490196078,1.03318901960784,1.61844666666667,827.041195735993,-1385.39489194084,10.2728080811316,4.70285846797722
2003,10,0.533366513056833,0.509404301075268,0.422790132827323,0.414696774193548,0.838447926267282,-33.1522795255465,-229.546666372626,6.99497910288544,3.44066346328698
2003,11,0.209519365079366,0.291174814814813,0.281101960784312,0.134419607843139,0.277506666666667,-985.037148870573,-75.869219379263,-12.2829618722327,-0.51603665918168
2003,12,0.54509062980031,0.433005017921147,0.153864895635675,0.0901252371916534,0.11500276497696,-1108.77408223193,-215.134000027174,-9.71154420001469,0.682591276289749
2004,1,0.175436559139783,0.292307526881718,0.234284629981023,0.216471347248579,0.343111520737327,-1127.61047488925,-318.727325713452,-13.4346046770612,0.0684053916348935
2004,2,-0.0571894909688027,-0.0333049808429138,-0.0586068965517228,-0.138946855983775,-0.1426157635468,-735.617943124133,-313.580717361625,-6.86229916877218,0.727878969922847
2004,3,-0.224774807987711,-0.130676702508961,-0.0103187855787503,-0.0483233396584453,-0.0494442396313381,-333.720433837906,-306.369550740359,-0.434444138359323,0.361462504061967
2004,4,0.0731161904761883,0.221735555555558,0.337071372549019,-0.0415003921568626,0.187025714285713,-86.1194854075777,-510.593114660373,2.0172555758075,0.558616249103477
2004,5,0.112178187403995,0.211298207885307,0.321979506641366,0.53816318785579,0.814728110599081,-592.587847734481,-1056.69427414635,17.999063508677,10.3486278265869
2004,6,-0.0266596825396803,0.270397037037039,0.540193725490198,0.497660392156863,0.931026666666668,1155.32241157392,-1395.56089187993,10.5220232244053,4.68111692155848
2004,7,-0.161207373271889,0.913425089605735,1.38173434535105,1.43114079696394,1.2852930875576,813.713804185244,-2073.75319745938,15.3989077336197,7.66696824527858
2004,8,0.865109677419355,1.31847813620072,1.37396584440227,1.27987779886148,1.45945437788018,1365.80017168989,-1928.20616220065,7.49729419048135,1.51324487523103
2004,9,0.895139047619047,1.41240444444444,1.23593882352941,0.876060392156862,0.424855238095237,349.172499099193,-459.082181569816,9.41104240949094,4.38524053934327
2004,10,-0.113646082949309,-0.0644365591397857,0.0495597722960177,0.0872986717267565,0.357442396313363,-173.316776519282,-171.301973799986,-0.62669064264572,-0.117079661827197
2004,11,-0.210345396825396,-0.332128148148147,-0.0837003921568638,-0.265701176470586,0.075214285714285,-658.204109728258,-21.4006969922044,-9.66323717236346,-0.684121685311137
2004,12,-0.00834162826420837,0.0199512544802865,0.00338216318785811,0.0375734345351013,0.337801843317973,-916.63785242896,-162.098318574293,-19.5787933855513,-0.404560238195252
2005,1,-0.22314039938556,0.0649734767025087,-0.0270413662239086,-0.081217457305506,0.0840543778801823,-364.979783792537,-328.371163530317,-9.93889652733213,0.234673911768392
2005,2,-0.679346258503401,-0.503246031746031,-0.327846218487394,-0.434328571428573,-0.290269387755103,-184.242765078274,-532.396016305747,-9.80030897778591,0.266659519343332
2005,3,-0.341248540706605,-0.293224372759855,-0.297526375711577,-0.26912561669829,-0.12069124423963,62.4134902909772,-623.784453187297,-0.461156846751469,0.382514175063777
2005,4,0.178435555555556,0.121054074074074,-0.0583450980392186,-0.160073725490196,0.108811428571428,51.4228879995123,-181.168216438737,0.999681793401371,0.55181812169517
2005,5,0.271514592933947,0.667194982078854,0.817716129032259,0.583276660341554,0.806644239631336,413.285290305803,-715.163252929969,7.23941417703545,2.44908346992095
2005,6,0.218366349206349,0.0378214814814832,0.33136156862745,1.07360862745098,1.36698,983.802206750192,-971.672195039824,13.7127358817822,6.15119865285284
2005,7,0.264799385560679,0.876804301075271,1.2025844402277,1.59723263757116,1.62895023041475,1323.58572123219,-1936.52502985899,10.0856411086827,4.78926468084775
2005,8,1.04462365591398,1.32509892473118,1.57837343453511,1.44736470588235,1.41406267281106,914.500662123524,-1575.22009914113,8.99959441311997,2.67783586566335
2005,9,1.15950349206349,0.784757037037036,0.988423529411765,1.03622196078431,1.12033619047619,602.424514920483,-1502.57247247395,11.1213367474767,6.02176486575745
2005,10,0.837066052227343,0.633082437275984,0.510865275142315,0.616822011385199,0.941153917050691,-31.3745483461627,-478.275301086484,10.029183950933,3.96153483033207
2005,11,0.081443174603173,0.272365185185183,0.267040784313725,0.328804705882355,0.484100000000002,-551.172696552209,-70.304249392098,0.572514500592118,0.605100689465186
2005,12,-0.450916129032258,-0.224749820788531,-0.00163187855787328,0.153840607210626,0.234046082949309,-552.833802175031,-224.305349341009,-1.36757214716122,0.33604440286753
2006,1,-0.170231029185867,0.129451612903228,-0.0361472485768495,-0.161288045540797,-0.103974193548389,-636.110224111243,-168.657124918992,-14.9824711454934,-0.596331195155169
2006,2,0.0295278911564623,0.0726253968253978,-0.0140739495798314,0.0048210084033613,0.0293785714285733,-267.171156379281,-236.131725110804,-10.481565930479,-0.305423322105792
2006,3,-0.255730261136716,-0.0762731182795697,0.115652371916511,0.118527514231499,0.128857142857143,-0.347982373645047,-639.56276452939,0.840906789528805,0.897223724955914
2006,4,0.16942222222222,0.459311111111113,0.461936470588235,0.284369411764708,0.456593333333334,181.914555840738,-927.322580723197,5.60077744469609,2.16619801584323
2006,5,0.271494930875576,0.279098207885305,0.635347248576849,0.783960531309297,0.998936405529953,614.283486577557,-887.244704577594,8.79981117108391,3.38122366848991
2006,6,0.178528888888888,0.0673503703703702,0.22605568627451,0.397691764705883,1.02211523809524,863.499202940873,-1041.15579532497,9.11974510041042,4.32457950262519
2006,7,0.0851219662058398,0.4994458781362,0.919927134724855,1.10963567362429,1.59477511520737,1751.42889310505,-1584.87282599013,7.89237622335347,0.54315828775852
2006,8,0.411458064516129,0.703514695340502,1.0923559772296,1.35137457305503,1.30301566820276,1100.54080622489,-1092.77583180472,4.53333390933522,0.790546067181824
2006,9,0.594196190476193,0.414285925925928,-0.226220392156861,0.117661960784314,0.361610476190474,402.271215987343,-761.984333081045,8.18525024748804,4.9912628354618
2006,10,0.213880184331799,0.0693978494623657,0.065275901328274,-0.103933206831123,0.244925345622121,-56.6416795826367,-100.305706141613,1.10950379318692,0.916361130290564
2006,11,-0.230182857142857,-0.404216296296294,-0.245843921568628,-5.49019607838375e-05,-0.0378533333333344,-451.66838567405,19.3009812074542,-5.15567029746747,-0.824149235294525
2006,12,0.0953480798771125,0.031612186379931,0.150405313092982,0.0866512333965836,0.371931797235025,-1013.54730197921,-142.544352052031,-28.0023086883891,-1.1286352081621
2007,1,-0.0728737327188931,0.0863605734767035,0.195068690702087,0.231224288425047,0.263771428571431,-641.791491283145,-224.050079863936,-24.730433287959,-0.620528955844318
2007,2,0.00532176870748202,0.0766214285714284,0.105210084033615,0.021057142857142,-0.0265734693877562,-208.456326984491,-347.969816600247,-8.38189765853433,-0.75239872819138
2007,3,-0.216744700460829,-0.110081003584231,-0.00107552182162962,-0.0953358633776098,0.0318820276497682,-29.0662312583425,-386.593885385187,-0.850446577546975,0.173249757225897
2007,4,-0.537060317460316,-0.237937037037035,-0.0164925490196062,0.0167741176470599,0.208862857142854,32.1526706762184,-356.740970190663,1.52964142460667,0.835640750700105
2007,5,-0.0936509984639002,0.178873835125447,0.00739886148007329,0.0560455407969656,0.652411059907834,487.33515064571,-630.327441223921,8.2913053586887,3.23027127508502
2007,6,0.0652780952380958,-0.0750977777777777,0.53141254901961,0.98805568627451,1.38260857142857,779.073723238394,-934.108122660355,6.57137690087028,2.0442241933565
2007,7,0.470404915514592,0.240794265232974,0.289165085388994,0.676950284629982,1.91651612903226,1090.50656391548,-1479.12850313804,8.18731175209666,2.7472850826632
2007,8,1.26856221198157,1.19555842293907,0.855260721062617,0.831635673624291,1.47622211981567,948.728988368556,-1177.86884254049,5.98536704413055,1.41861263440203
