"Year","Month","SST.UPW.1","SST.UPW.2","SST.UPW.3","SST.UPW.4","SST.UPW.5","Bakun.UPW","EMTperp.UPW","Wetip.UPW","Weperp.UPW"
2007,9,0.224610158730158,0.105234814814814,0.255588235294116,0.374057254901963,0.596238095238096,587.730982980355,-959.621252788826,8.38761614134215,4.53903846986694
2007,10,-0.0562101382488471,0.0886179211469518,-0.025500569259961,0.3013669829222,0.617941013824886,-163.400150697969,-156.790064029846,6.90345319163903,2.05174465148771
2007,11,-0.234847619047617,-0.16368962962963,-0.050865098039214,-0.00275921568627524,0.143857142857144,-367.230322271224,-161.391856560006,-1.56303611196406,0.639605786926863
2007,12,-0.279564976958525,-0.0692200716845868,0.0195354838709676,0.0228941176470592,0.161716129032257,-1105.99380562904,-177.865123936893,-9.61479190905803,0.274337314678131
2008,1,-0.199805837173578,0.02849964157706,0.17608576850095,-0.098330170777988,-0.111888479262674,-342.180841700266,-317.907587093114,-8.79427623226849,-0.0245599509139188
2008,2,-0.318063711001642,-0.389755555555556,-0.334291277890465,-0.238324543610545,-0.259741871921182,-234.582026280815,-732.007459475406,-2.24226384948505,1.23828040947812
2008,3,-0.571717972350232,-0.314948387096774,-0.265321442125238,-0.376020493358631,-0.104249769585255,-80.1164848043503,-102.13655932565,-1.15714525157091,0.253452514586959
2008,4,-0.454594285714286,-0.0865888888888904,-0.134156862745098,-0.118399215686274,-0.0178609523809499,22.5473116983761,-506.810651917949,2.41187905517757,1.11241554952575
2008,5,0.0459059907834103,0.339141218637991,0.400322580645163,0.565393548387096,1.13970599078341,529.518620245456,-563.964951991233,9.13023354912133,3.45137125437866
2008,6,-0.544229206349204,-0.63522,0.035007843137258,0.307711372549019,1.02776666666666,635.530951275369,-567.841203851143,5.88946473473776,1.45861035169762
2008,7,0.188431950844855,0.746513261648744,0.707603036053133,0.78449715370019,2.19271244239631,857.107583695216,-1780.76123349237,10.3771734919194,5.02173049741394
2008,8,1.07420583717358,1.3534853046595,0.988446299810249,0.772799240986714,1.44540184331797,847.719342741948,-1325.85429349293,8.14937039457292,3.72143829752387
2008,9,0.121934603174601,0.0569918518518548,0.0349874509803918,-0.0807639215686287,0.720891428571427,402.44828899767,-630.625659769135,6.90027624505787,4.22144218371913
2008,10,-0.300937019969279,-0.144336200716843,-0.197921062618594,0.0971992409867184,0.277420276497697,-185.267112558567,-140.00519940631,1.93603509953629,1.00713200541287
2008,11,-0.283147936507937,-0.353198518518518,-0.256392941176468,-0.0107890196078415,0.297873333333335,-422.53441790462,-243.302071646708,1.01508031067089,1.36606834829511
2008,12,0.0250709677419358,0.233524731182797,0.319546869070209,0.32995521821632,0.668191705069123,-666.709679035854,-29.0081270799877,-9.20089129044354,-0.442148477400614
2009,1,0.231107834101383,0.417329032258063,0.439518026565466,0.27517495256167,0.153249769585255,-450.895643157056,-84.376843972596,-21.3336970929384,-1.10280667109715
2009,2,-0.0920408163265307,0.109718253968254,0.121777310924372,0.116991596638655,0.556923469387755,-42.8803211809098,-337.674223288049,-4.5046715567404,0.516039385817732
2009,3,-0.428509370199691,-0.235316845878138,-0.151230360531308,-0.0952478178368104,0.0484672811059923,-10.313219265304,-279.006284073917,0.0758416915994586,0.441645596535594
2009,4,-0.384551746031747,-0.253942962962963,-0.143413333333331,-0.167736470588235,-0.020819047619046,230.021414614853,-565.21216184995,2.59293852436678,1.66636600571016
2009,5,-0.2270599078341,-0.00311326164874615,0.186135104364325,0.539496774193548,1.02174470046083,528.455566604989,-1030.96500839297,13.5372117710146,5.50369459347495
2009,6,0.247566349206352,0.788234074074072,0.777971764705882,0.788690980392158,1.91870857142857,937.532985319453,-878.881366520319,12.5452515586201,7.55286669173881
2009,7,0.548638402457758,0.776589964157704,0.664013662239089,0.833463377609107,2.17306820276498,1331.4100906365,-977.883373499621,4.26518647763434,-1.81754759732033
2009,8,0.185216589861749,0.888539068100357,1.41467476280835,1.45657988614801,1.77290875576037,668.710137834929,-1547.59543943282,12.5204872835816,7.52537659856992
2009,9,0.98735238095238,1.10426888888889,0.956423529411762,0.80672862745098,1.76704571428571,682.557216264579,-1374.65309501152,13.8704607754477,7.21734748203153
2009,10,0.711768970814131,0.988264516129032,0.950604933586337,0.866328652751424,1.26741474654378,204.329111691511,-326.539249035565,0.695085981103626,0.709556181819111
2009,11,-0.354888253968255,-0.0887333333333338,0.127574901960784,-0.0585450980392146,0.288492380952381,-254.621865253938,-74.4509924947102,-0.117948851519554,0.821838299502347
2009,12,-0.370691858678956,-0.0201433691756279,0.197045920303605,0.213423149905122,0.429318894009217,-356.835639628613,-53.6229326807263,-10.4797368124046,-0.540011241330313
2010,1,-0.193564976958527,0.248639426523297,0.495639468690701,0.177899051233396,0.344494930875577,-240.477749783884,-106.92425984686,-15.0746657823403,-0.28013077827705
2010,2,-0.207259183673468,-0.0738476190476192,0.0592630252100825,-0.18615630252101,-0.17069081632653,-48.6599102373874,-430.72781036069,-6.56594889946193,0.596059782079685
2010,3,-0.322090322580646,-0.207349820788529,-0.0126352941176471,0.0538793168880431,0.0398958525345599,258.823055821062,-541.076895075213,-1.00025299427099,-0.126130838943343
2010,4,-0.197601904761903,-0.121036296296296,0.203646274509804,0.221065098039215,0.133612380952378,395.886951849718,-341.246411122974,1.90476640544489,0.656764396135317
2010,5,-0.0983078341013801,0.109753405017923,0.178054648956355,0.12468083491461,0.461831336405531,570.453862218984,-716.119984364972,10.0561100384204,4.34677129779314
2010,6,0.356125079365079,0.554415555555554,0.149031372549022,0.210901960784312,1.13391428571429,379.48686226044,-1171.86286990415,10.0994594813962,6.01998241212016
2010,7,0.398295545314898,0.254999999999999,0.388203415559772,1.38637191650854,2.32820368663594,345.464598967187,-1530.75379372186,8.59411318193005,2.97034679500182
2010,8,1.52291858678955,1.89756415770609,1.77591574952562,1.95463757115749,2.04543778801844,565.253711060486,-2242.779964843,12.9008576244445,6.72564344329751
2010,9,0.900076825396827,0.859478518518518,0.766982745098041,0.517911372549019,1.32862,203.108854961911,-415.306840926177,9.5943237468172,3.42223348966438
2010,10,0.0852847926267302,-0.0687232974910366,0.125352561669828,0.230936622390892,0.476660829493088,143.235715384214,-671.838092622193,13.5951411391095,7.39307527683642
2010,11,0.25031111111111,0.209186666666668,0.266552941176471,0.068072156862744,0.0317419047619047,-78.6990281803178,-37.08534185952,1.63650489067251,0.97374943411561
2010,12,-0.1403643625192,-0.0493046594982083,-0.0208599620493359,-0.120449335863377,-0.0318156682027642,-223.946791425937,-225.681253872348,-0.252224840333195,1.25058165653719
2011,1,-0.463689093701998,-0.312220788530468,-0.279372296015183,-0.274661100569258,-0.0686377880184352,-232.725460154875,-382.213209225324,-7.21218749742376,1.29431202443667
2011,2,-0.153895918367347,-0.0423095238095215,0.0104159663865566,-0.1442756302521,-0.0405132653061209,-49.2641887605962,-424.930320428198,-2.11327531155571,0.772744402427487
2011,3,-0.0275680491551462,0.0580064516129042,0.124390891840608,-0.025736622390891,-0.108986175115206,80.7866439315711,-364.588673829845,-0.265645996210978,0.561461326341133
2011,4,-0.0861784126984126,-0.0517155555555568,-0.0655372549019617,0.128833725490196,0.201407619047618,81.1307788309901,-373.339209942778,3.05915275933329,1.40397204984058
2011,5,0.0836276497695856,0.465754838709678,0.33358330170778,0.227095256166983,0.462106912442398,410.192390167708,-720.558460208737,8.96096165794165,3.40428138423448
2011,6,-0.0339555555555542,0.599262962962964,0.67797019607843,0.923985882352941,1.78745428571429,560.943512464069,-1168.26947560019,8.95687625370226,3.36814313366954
2011,7,0.481309984639019,0.639814336917564,0.926541176470586,1.57742542694497,2.19038894009217,568.46299559211,-1427.94066310551,7.27222172429122,1.87650756801901
2011,8,0.467066666666668,0.712816487455196,0.874151043643266,1.20326451612903,0.964414746543778,520.766921619705,-1275.1547483482,6.34503087429618,2.17576817991867
2011,9,0.392883174603174,0.360985185185186,0.338345882352939,0.244194509803922,0.629840952380953,426.107901062997,-1048.22800163083,6.19342634179165,3.21878610099931
2011,10,0.295466052227344,0.627049462365591,0.292869070208727,0.305177988614801,-0.0105585253456226,-2.51581624342538,-175.742488831264,1.39857706710259,0.430404767263152
2011,11,-0.289038095238098,-0.249597037037038,-0.231592156862746,-0.0747537254901971,0.0153390476190474,-683.517610509635,48.8091900630132,-2.02864909374279,0.255765667050848
2011,12,-0.201477726574499,0.117476702508963,0.206595825426945,0.230562428842504,0.16491612903226,-448.621200752047,-141.207546213501,-6.62403302132542,0.608240911328899
2012,1,-0.209789861751151,-0.05334265232975,-0.204703605313092,-0.229165085388995,0.00715207373271909,-150.955480577786,-273.709326296546,-11.631117286532,-0.146968782993273
2012,2,-0.470321182266009,-0.355496551724137,-0.130479513184586,-0.219286004056798,-0.125591133004928,-60.6963907086602,-314.455932399642,-9.51895944568999,-0.0330627715772292
2012,3,-0.422412903225805,-0.327668100358423,-0.317533206831122,-0.225893738140417,-0.0216718894009205,295.452581194173,-490.575160119975,0.771000741316824,0.530448731529685
2012,4,-0.458558730158728,-0.53057037037037,-0.215745882352941,-0.12452,0.330411428571431,103.370589122399,-598.072821841088,4.02148066371046,2.14636311663186
2012,5,0.121647926267279,0.252438709677421,0.567734345351042,0.835889184060722,1.1108599078341,857.544201669656,-1579.09938253327,10.9246366642667,3.62724916038263
2012,6,0.592814603174602,-0.222213333333332,1.17411058823529,1.51362666666666,1.47462476190476,647.576946719155,-1206.51757104129,10.8322830998686,5.01169456522075
2012,7,0.473505376344086,0.571962007168459,1.01534041745731,1.25939127134725,1.43308202764977,662.520321028731,-1940.76375330038,11.8058266957227,4.77307065526657
2012,8,0.441921351766513,0.627055913978495,0.357661480075901,0.560050853889944,1.05210599078341,660.401542454044,-1030.89570946983,6.25983378365199,1.7015382057477
2012,9,0.121111111111109,0.22722814814815,0.412645490196081,0.31595843137255,0.318374285714288,695.062913151007,-985.551836533172,5.56655491063018,2.53030944689672
2012,10,-0.221442089093703,-0.379234408602148,-0.340937381404174,-0.000225426944972185,0.393702304147464,40.9224777568286,-80.738365466501,-0.00218233222139626,0.0231268477334883
2012,11,-0.087849523809524,-0.258884444444444,-0.314623529411765,-0.321843921568629,0.023259047619046,-18.5925002386101,-113.774145658298,-0.953797785060504,0.490327494005638
2012,12,-0.401045775729649,-0.115479569892472,0.187239468690702,0.109302466793171,0.310142857142857,-435.70428403783,-181.63703357999,-13.5060822558803,-0.197269116389628
2013,1,-0.138862672811058,0.0148831541218613,0.0194049335863369,-0.142096394686906,0.327258986175114,-173.392348929061,-357.130010688428,-12.0785065072596,0.930095514272794
2013,2,-0.131380272108842,0.0428531746031737,-0.0239663865546227,-0.142281512605045,0.0503632653061246,-145.504870804754,-200.471705115382,-7.4447117217655,-0.0132700031501559
2013,3,-0.329093087557602,-0.169666666666668,-0.0728675521821636,-0.019844402277041,0.0141861751152064,379.527583850193,-318.497893726316,-1.53114015376944,0.10343296003215
2013,4,-0.263843174603174,-0.0816770370370357,0.141178039215685,0.102217254901962,0.0689104761904744,1113.00611464195,-890.733119726671,3.55492001632234,1.01733101816195
2013,5,0.161977880184335,0.266902508960573,0.425341176470585,0.435262239089184,0.423259907834101,1722.73110152115,-944.95211489898,12.8698992112433,4.30155814642314
2013,6,0.101662222222224,0.500820740740739,1.11633803921569,1.30401803921569,1.32573619047619,896.565811062993,-1543.26951721348,8.18623448756196,3.04729310270946
2013,7,0.481784946236559,0.50025878136201,0.756578368121442,1.29187779886148,1.81066267281106,760.794395746022,-1730.45063126974,6.28824754241426,0.95215636561983
2013,8,0.833332104454684,1.6395311827957,1.71627779886148,1.67341707779886,2.15475207373272,817.125633075631,-2175.17879804195,10.686610752635,3.95412169012723
2013,9,0.893737142857141,1.03074518518519,0.881884705882353,0.554883921568628,1.07738190476191,577.136683130881,-960.678414625887,10.8270791665934,6.75010566693134
2013,10,0.138930875576037,0.161052329749104,0.279268311195448,0.461338899430739,0.676375115207371,418.071606780711,-688.596456924431,8.23186056142841,4.24985990294307
2013,11,0.0460869841269833,0.0949192592592567,0.28304470588235,0.177778823529412,0.459468571428573,-69.5220659404741,-10.5388239966801,-2.63966025377111,0.12659549992047
2013,12,-0.304887864823346,-0.0943505376344085,0.167726755218215,0.116821252371917,0.253247926267282,-225.929747285828,-186.585453267415,-7.91414581128486,0.378676540505771
2014,1,-0.470205222734254,-0.157481720430106,0.175620493358636,0.0586368121442113,0.0846230414746536,-282.062752351091,-203.825477516013,-20.0981192646517,-0.45228711575898
2014,2,-0.505142176870748,-0.211381746031744,-0.00198991596638365,-0.0423815126050435,0.119034693877552,0.50968118964899,-394.378243360344,-9.61661968911902,0.218167664529289
2014,3,-0.602317050691244,-0.391475985663082,-0.21790056925996,-0.33406072106262,0.0807373271889418,105.003873188285,-358.182951169948,-8.01782806836627,-0.487628247610385
2014,4,-0.512236190476191,-0.30396,-0.357445490196078,-0.291011764705882,0.0347838095238089,458.176905514706,-403.328309679064,2.05168656052108,1.18415678174688
2014,5,-0.0690875576036838,0.167255197132619,0.0920151802656548,0.191660721062618,0.843474654377879,559.146691865261,-534.703578104287,7.47103831078747,3.36356813315128
2014,6,-0.0757403174603191,-0.140156296296293,0.0184376470588248,0.420706666666668,2.15508857142857,1130.47371619005,-1357.44042666997,12.7373618299608,6.09976070778324
2014,7,0.360067588325652,1.05583369175627,1.49769791271347,1.43804554079696,2.16277788018433,995.487933144372,-1878.98600369358,10.7898575904596,2.00445895923524
2014,8,0.710088479262673,0.540094623655914,0.747389753320682,1.19704971537002,0.463198156682026,672.442864141657,-1399.71467491828,10.2678118278445,4.27077765878427
2014,9,0.35427111111111,0.780246666666667,0.566685490196075,0.54865019607843,0.384369523809521,658.563880746521,-1020.2022638847,7.78054730501162,4.31552163931563
2014,10,0.0572743471582164,-0.134280286738353,-0.28212523719165,0.0593882352941186,0.685677419354839,61.6559004222816,-100.38428269564,2.38842508433647,1.03416782910585
2014,11,-0.304201904761904,-0.225045925925926,-0.0425835294117647,0.0285670588235298,0.250921904761903,-194.928503787659,-74.7905323976434,-1.4283415375487,0.674875488337802
2014,12,0.000911213517664322,0.310933333333335,0.507600759013282,0.283110436432636,0.39010414746544,-271.85083444329,-99.5710001946904,-6.43787556188791,0.177426536702363
2015,1,-0.0112147465437786,0.167532616487456,0.275483111954458,0.151742694497152,0.30124331797235,-133.350751965905,-254.26624723794,-11.9022918489487,0.38200223012449
2015,2,-0.164236054421771,-0.0415634920634922,-0.137094957983194,-0.424186554621848,-0.150635714285713,-95.1215274530348,-221.770897146579,-11.3613262627166,0.250674219058523
2015,3,-0.482720737327192,-0.288692473118282,-0.165489184060721,-0.0322922201138525,0.185176958525346,127.800300200537,-258.389117080702,-2.18424504053159,-0.150798277374739
2015,4,0.0375009523809524,-0.282653333333332,-0.142686274509806,0.0171874509803942,0.490412380952382,140.028364561053,-204.9268389508,0.71497323609292,0.352611071292886
2015,5,-0.270633486943165,-0.388015770609318,-0.137206831119546,0.118219354838711,0.323921658986176,347.726438469194,-444.68450956565,9.6242569684481,4.17855651825916
2015,6,0.154045714285715,-0.0293555555555578,-0.0146737254901979,0.0594525490196105,0.508905714285714,424.948507902079,-272.782061320659,6.98126740791368,1.73708809712934
2015,7,0.242452841781873,0.6881541218638,1.09333889943074,1.46344440227704,2.63455668202765,869.344617420285,-1955.31844783482,9.39760187903455,3.012217078225
2015,8,0.426382181259601,0.966569892473117,1.28613358633776,1.27973510436433,1.56676129032258,638.713445572752,-1535.46673809658,11.7847538918221,5.7276041619872
2015,9,0.053814603174601,0.119160740740742,0.0854313725490208,0.0244086274509776,0.675861904761902,392.79376248004,-507.117586002982,9.4586731082033,4.97003913645815
2015,10,-0.153451305683564,-0.234334767025089,-0.114472865275143,0.066816698292218,0.0732949308755764,50.0521425402108,49.8445848407207,0.082137373010408,0.295843870829124
2015,11,-0.323697142857142,-0.145002962962963,-0.0772517647058812,-0.14360392156863,-0.220538095238098,-114.598578250354,-4.91184244804148,-0.127931078260497,0.438792521449973
2015,12,-0.257334562211984,-0.0875096774193551,-0.015666793168883,-0.00821935483871172,0.189007373271888,-386.054644952012,-79.7808179848115,-14.2531040972832,-0.887800609175438
2016,1,0.025947158218127,0.221660931899642,0.126333206831116,0.00617381404174822,0.152096774193549,-261.664674937689,-224.133502473149,-21.1685463080128,-0.763637416244464
2016,2,-0.413577011494255,-0.301915708812263,-0.077820689655173,0.0466726166328613,0.327500492610834,-18.6286878229394,-445.317865141346,-9.44555356314735,0.0915257464779201
2016,3,-0.351943471582182,-0.296389964157708,-0.139781404174574,-0.10390588235294,0.0853990783410126,198.685327402173,-313.411880870955,-1.02002897450068,0.330501405450312
2016,4,-0.439546031746033,-0.255583703703703,-0.0693050980392158,0.15011137254902,0.392965714285715,481.694934069888,-544.685550152849,1.44773892474745,0.661306286119027
2016,5,-0.0897837173579106,-0.0142136200716827,0.0397176470588221,0.0709647058823535,0.193679262672813,519.055014344543,-904.262542449777,7.71125825122486,3.8931729496351
2016,6,-0.553492063492065,-0.109574074074075,0.566086274509804,0.762824313725492,1.54204,634.809595861106,-1695.29666429843,13.1594146831145,8.2359460397924
2016,7,0.500473732718895,1.0048394265233,1.28219506641366,1.3761055028463,2.37622764976959,672.063196548272,-2039.77154371712,11.7381834338056,5.87880713122272
2016,8,0.84700583717358,1.41644444444445,1.48791347248577,1.52759620493359,2.5123465437788,729.65181802838,-2204.73974557128,14.759599007536,6.5378412622398
2016,9,1.47721650793651,2.02187777777778,1.5972431372549,1.32244705882353,2.35387333333333,834.043357242872,-2375.62475747808,14.5550594380067,7.36839340736722
2016,10,0.579396620583719,0.735083154121863,0.850122960151801,1.09825958254269,1.75000829493088,356.786416878466,-684.013866763895,7.82378083901048,4.19230577987149
2016,11,0.151400634920634,0.44985185185185,0.668178823529413,0.555273725490196,0.611781904761905,-36.6085309996557,-116.433779425342,-1.18042474467562,0.507695726173489
2016,12,0.144186175115205,0.31023727598566,0.366969259962048,0.411703225806452,0.489784331797235,-96.8218713645964,-157.474777367455,-1.85554438229133,0.581384056472275
2017,1,NA,NA,NA,NA,NA,-208.776829065514,-200.352358583505,-11.150691608564,0.3110327779045
2017,2,NA,NA,NA,NA,NA,-120.248325612498,-187.790295029418,-12.877259671809,-0.364026957217671
2017,3,NA,NA,NA,NA,NA,227.166863660935,-355.122236125045,0.0819661472418868,0.146985810013333
2017,4,NA,NA,NA,NA,NA,689.418526997644,-882.309137130127,6.12082418178548,2.57739786148283
2017,5,NA,NA,NA,NA,NA,687.186107131818,-735.781337190829,9.1122175354197,3.29146795171128
2017,6,NA,NA,NA,NA,NA,689.587826766282,-1126.19091535783,8.49360478790044,4.08863145183588
2017,7,NA,NA,NA,NA,NA,687.1774885501,-1839.4742266789,9.49363032663683,2.75557237101181
2017,8,NA,NA,NA,NA,NA,747.455692722394,-1879.5525213569,12.5259431385306,5.95801793142114
2017,9,NA,NA,NA,NA,NA,403.73658796996,-573.37389983836,12.6777500302056,6.01356035224574
2017,10,NA,NA,NA,NA,NA,164.415117770577,-198.690895928483,8.43457887629138,4.01013027741977
2017,11,NA,NA,NA,NA,NA,-270.587877905241,-199.329419949131,0.896496650137176,1.01706700369041
2017,12,NA,NA,NA,NA,NA,-929.868258008159,-8.03486766691354,-8.10903909633421,-0.305214570588027
2018,1,NA,NA,NA,NA,NA,-111.688466513628,-194.888736131253,-11.2577526069234,0.0830165694198532
2018,2,NA,NA,NA,NA,NA,-109.97466054616,-188.863410263724,-16.5039656966299,-0.665085085580551
2018,3,NA,NA,NA,NA,NA,149.455831722294,-277.326930966202,-1.64076250968911,-0.375414153713792
2018,4,NA,NA,NA,NA,NA,246.180738724804,-263.599293848298,0.335149056935974,0.353328393180711
2018,5,NA,NA,NA,NA,NA,445.905126336053,-428.684366252028,10.5320590638638,4.60927638759651
2018,6,NA,NA,NA,NA,NA,741.396877700562,-1107.62274167662,13.9773330580839,7.63056666170065
2018,7,NA,NA,NA,NA,NA,842.955085873034,-2143.49650380482,10.8648862295215,3.133773977954
2018,8,NA,NA,NA,NA,NA,942.271070110265,-1934.76369703079,7.90658559363379,1.01978440025119
2018,9,NA,NA,NA,NA,NA,493.414868964029,-908.523405919897,5.9961679336116,2.676797845859
2018,10,NA,NA,NA,NA,NA,45.2513969964027,-49.3101789095188,1.30571099346236,0.626391715742134
2018,11,NA,NA,NA,NA,NA,-176.327896183529,-32.6386814450804,-2.22848916599846,0.0719808400658088
2018,12,NA,NA,NA,NA,NA,-103.162969891201,-207.243953942478,-7.28548467143033,0.137413862431118
2019,1,NA,NA,NA,NA,NA,-205.274918326083,-207.405171614517,-16.0066710371945,-0.421615400925439
2019,2,NA,NA,NA,NA,NA,17.8365839650258,-479.354167187313,-8.56445598455659,0.516368095516411
2019,3,NA,NA,NA,NA,NA,284.185411343242,-454.916745628958,-1.0320280173196,0.108340854704135
2019,4,NA,NA,NA,NA,NA,315.868285373319,-486.983164941652,1.86311197460211,1.24339239771783
2019,5,NA,NA,NA,NA,NA,800.02081636354,-1064.68631823968,7.94779020294301,3.17868671538902
2019,6,NA,NA,NA,NA,NA,561.201235983139,-607.948557762417,10.4174511855947,5.6862990181833
2019,7,NA,NA,NA,NA,NA,645.920101749664,-1051.06321980228,4.5192979198543,0.181710989367207
2019,8,NA,NA,NA,NA,NA,659.390739330511,-897.041255870996,4.79774738855482,1.39229556277705
2019,9,NA,NA,NA,NA,NA,383.150859148379,-497.999699270047,3.88825138150849,1.48851725357344
2019,10,NA,NA,NA,NA,NA,NA,114.903086366458,0.0571643677161888,-0.150670863260548
2019,11,NA,NA,NA,NA,NA,NA,-107.151791786504,-5.40293368408502,-0.355609571941243
2019,12,NA,NA,NA,NA,NA,NA,32.7520554639801,-27.4855153234091,-2.52887663175899
2020,1,NA,NA,NA,NA,NA,NA,-469.249465785715,-18.1865229219087,-0.0126752631859026
2020,2,NA,NA,NA,NA,NA,NA,-248.373716693437,-22.1754807608823,-1.19895090563089
2020,3,NA,NA,NA,NA,NA,NA,-431.921176041161,-1.72952807142142,-0.0194034122050532
2020,4,NA,NA,NA,NA,NA,NA,-253.347127549706,-0.196396915283733,-0.0970682683081627
2020,5,NA,NA,NA,NA,NA,NA,-827.675102767094,10.0146582178046,4.70214165700564
2020,6,NA,NA,NA,NA,NA,NA,-736.486758748608,10.0379251357995,4.98858792884111
2020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
